time,step,particle,particle_index,provenance,event_type,event_name,process,surface,panel,interval_start,interval_end,start_x,start_y,start_z,end_x,end_y,end_z,crossing_x,crossing_y,crossing_z,core_radius,closest_distance,surface_tolerance
0.012,2,0,0,active_particle_index,3,core_overlap,advective_transport,blade_0,5,0.006,0.006352941176470588,0.08378678560256958,1.0,-0.013774139806628227,0.12385354936122894,1.000434398651123,-0.012292697094380856,0.08378678560256958,1.0,-0.013774139806628227,0.5691831707954407,0.020999997890082753,0.002429254632158468
0.012,2,1,1,active_particle_index,3,core_overlap,advective_transport,blade_0,5,0.006,0.006352941176470588,0.09851935505867004,1.1136363744735718,-0.011309401132166386,0.1374901682138443,1.114180326461792,-0.00943579338490963,0.09851935505867004,1.1136363744735718,-0.011309401132166386,0.5691843628883362,0.041936298023061355,0.002429254632158468
0.012,2,2,2,active_particle_index,3,core_overlap,advective_transport,blade_0,5,0.006,0.006352941176470588,0.07125192880630493,1.2272727489471436,-0.008847392164170742,0.10907765477895737,1.2276657819747925,-0.006364478729665279,0.07125192880630493,1.2272727489471436,-0.008847392164170742,0.5687204599380493,0.01940148234896127,0.002429254632158468
0.012,2,3,3,active_particle_index,3,core_overlap,advective_transport,blade_0,11,0.006,0.006352941176470588,0.08755713701248169,1.3409091234207153,-0.007375808898359537,0.12451361864805222,1.3413811922073364,-0.004705604165792465,0.08755713701248169,1.3409091234207153,-0.007375808898359537,0.568721354007721,0.04196421275328119,0.002429254632158468
0.012,2,4,4,active_particle_index,3,core_overlap,advective_transport,blade_0,11,0.006,0.006352941176470588,0.061862342059612274,1.454545497894287,-0.00590751226991415,0.0979948416352272,1.4548810720443726,-0.002828051568940282,0.061862342059612274,1.454545497894287,-0.00590751226991415,0.5684929490089417,0.019936980672264494,0.002429254632158468
0.012,2,5,5,active_particle_index,3,core_overlap,advective_transport,blade_0,17,0.006,0.006352941176470588,0.0792640894651413,1.5681817531585693,-0.0049848249182105064,0.11491316556930542,1.5685676336288452,-0.001977634383365512,0.0792640894651413,1.5681817531585693,-0.0049848249182105064,0.5684934854507446,0.04197895478145114,0.002429254632158468
0.012,2,6,6,active_particle_index,3,core_overlap,advective_transport,blade_0,17,0.006,0.006352941176470588,0.05466584861278534,1.6818181276321411,-0.004065981600433588,0.08982367813587189,1.6821022033691406,-0.0008251105900853872,0.05466584861278534,1.6818181276321411,-0.004065981600433588,0.5683733820915222,0.020267147461771575,0.002429254632158468
0.012,2,7,7,active_particle_index,3,core_overlap,advective_transport,blade_0,23,0.006,0.006352941176470588,0.07284650206565857,1.795454502105713,-0.0034632510505616665,0.10779841244220734,1.7957624197006226,-0.00045848824083805084,0.07284650206565857,1.795454502105713,-0.0034632510505616665,0.5683736205101013,0.04181723126991736,0.002429254632158468
0.012,2,8,8,active_particle_index,3,core_overlap,advective_transport,blade_0,23,0.006,0.006352941176470588,0.049027152359485626,1.9090908765792847,-0.002864920999854803,0.08370856940746307,1.9093283414840698,0.00028296629898250103,0.049027152359485626,1.9090908765792847,-0.002864920999854803,0.5683064460754395,0.020480398075809095,0.002429254632158468
0.012,2,9,9,active_particle_index,3,core_overlap,advective_transport,blade_0,29,0.006,0.006352941176470588,0.0677744448184967,2.0227272510528564,-0.002457623602822423,0.1024116575717926,2.02296781539917,0.00038227997720241547,0.0677744448184967,2.0227272510528564,-0.002457623602822423,0.5683065056800842,0.041921014561369645,0.002429254632158468
0.012,2,10,10,active_particle_index,3,core_overlap,advective_transport,blade_0,29,0.006,0.006352941176470588,0.04452173411846161,2.1363637447357178,-0.002055283635854721,0.07901975512504578,2.1365582942962646,0.0008960501290857792,0.04452173411846161,2.1363637447357178,-0.002055283635854721,0.5682657957077026,0.020623545938410127,0.002429254632158468
