time,step,surface,wing_uid,segment_uid,station_id,half,span_index,span_coordinate,span_coordinate_absolute,min_span_edge,max_span_edge,local_chord,spanwise_station_width,circulation,circulation_magnitude,relative_speed,section_lift_coefficient_from_circulation,lift_per_span,drag_per_span,section_lift_coefficient,section_force_x,section_force_y,section_force_z,section_force_units,force_density,span_coordinate_normalized
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_0,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_0:orig:0,orig,0,-1.1065503358840942,1.1065503358840942,-1.2279490232467651,-0.9848408102989197,0.5938016772270203,0.22774313390254974,-6.128938674926758,6.128938674926758,3.872849702835083,5.330196359850921,131.82319564725105,503.01319003534707,7.3968743687573975,114.55780029296875,-44.14888381958008,30.021827697753906,N,1.225,0.9514419920838167
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_1,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_1:orig:0,orig,0,-1.3330210447311401,1.3330210447311401,-1.454651117324829,-1.2117726802825928,0.5826796293258667,0.2275528907775879,-8.275894165039062,8.275894165039062,3.6904218196868896,7.697311799388605,146.92072512693494,684.1657708402747,8.401388245114417,155.68389892578125,-51.13340377807617,33.43223571777344,N,1.225,0.8610877949073384
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_2,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_2:orig:0,orig,0,-1.559913992881775,1.559913992881775,-1.6815820932388306,-1.4389476776123047,0.5714343786239624,0.22746296226978302,-9.313072204589844,9.313072204589844,3.5239830017089844,9.249596676910699,139.75294162425257,767.8666567178395,8.148776757234316,174.66122436523438,-50.043365478515625,31.788618087768555,N,1.225,0.7705651384475984
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_3,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_3:orig:0,orig,0,-1.7870110273361206,1.7870110273361206,-1.908625602722168,-1.6662508249282837,0.5601328611373901,0.2274176925420761,-9.831007957458496,9.831007957458496,3.3859853744506836,10.366971709601145,126.94660315011201,803.2065307350543,7.551406673089876,182.6633758544922,-46.507537841796875,28.869903564453125,N,1.225,0.6799610584155988
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_4,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_4:orig:0,orig,0,-2.014214038848877,2.014214038848877,-2.135728597640991,-1.893626093864441,0.5488041043281555,0.22739331424236298,-10.070762634277344,10.070762634277344,3.272566080093384,11.214672105913593,113.56684301099592,812.0590525348217,6.894964420883782,184.65679931640625,-42.40220260620117,25.8243408203125,N,1.225,0.5893146971010415
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_5,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_5:orig:0,orig,0,-2.2414753437042236,2.2414753437042236,-2.3628642559051514,-2.1210436820983887,0.53746098279953,0.22737914323806763,-10.150960922241211,10.150960922241211,3.1803855895996094,11.877100534950161,101.24360115330101,805.7614510265181,6.276513528606416,183.21334838867188,-38.416927337646484,23.02068328857422,N,1.225,0.49864507870305236
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_6,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_6:orig:0,orig,0,-2.468770980834961,2.468770980834961,-2.590019464492798,-2.348487615585327,0.5261096954345703,0.22737133502960205,-10.135178565979004,10.135178565979004,3.10619854927063,12.403832202780926,90.39987542788894,790.5495486096002,5.725182744533513,179.74830627441406,-34.78870391845703,20.554340362548828,N,1.225,0.40796176288169245
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_7,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_7:orig:0,orig,0,-2.696087121963501,2.696087121963501,-2.8171868324279785,-2.575948476791382,0.514754056930542,0.22736625373363495,-10.059310913085938,10.059310913085938,3.04687237739563,12.827563863652856,81.02555862907583,769.9898931013964,5.244693133887179,175.06971740722656,-31.573230743408203,18.42247772216797,N,1.225,0.31727026665470837
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_8,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_8:orig:0,orig,0,-2.9234161376953125,2.9234161376953125,-3.0443613529205322,-2.803420066833496,0.5033958554267883,0.22736303508281708,-9.9443998336792,9.9443998336792,2.9996871948242188,13.171127945226303,72.9687853808557,746.1898568462929,4.8297573104012095,169.65599060058594,-28.75554084777832,16.590404510498047,N,1.225,0.22657363389396024
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_9,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_9:orig:0,orig,0,-3.1507537364959717,3.1507537364959717,-3.271540880203247,-3.0308995246887207,0.4920356869697571,0.22736109793186188,-9.803130149841309,9.803130149841309,2.962445020675659,13.45079216103647,66.04561649684804,720.4310252789612,4.472447202493898,163.79798889160156,-26.295597076416016,15.016203880310059,N,1.225,0.1358735767773694
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_10,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_10:orig:0,orig,0,-3.37809681892395,3.37809681892395,-3.4987235069274902,-3.2583842277526855,0.480674684047699,0.22735966742038727,-9.64327621459961,9.64327621459961,2.9332571029663086,13.678964475732638,60.080181420067795,693.5097559295547,4.164643325340739,157.6761474609375,-24.14714241027832,13.659810066223145,N,1.225,0.04517133187787905
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_11,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_11:orig:0,orig,0,-3.6054437160491943,3.6054437160491943,-3.7259082794189453,-3.4858717918395996,0.4693128168582916,0.22735869884490967,-9.469624519348145,9.469624519348145,2.9107377529144287,13.86427809589223,54.91812965762263,665.9275396741755,3.8989812808657116,151.4044189453125,-22.265872955322266,12.486114501953125,N,1.225,-0.045532434957541376
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_12,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_12:orig:0,orig,0,-3.8327934741973877,3.8327934741973877,-3.953094959259033,-3.713362455368042,0.457950234413147,0.22735805809497833,-9.284960746765137,9.284960746765137,2.89341139793396,14.014628634155955,50.42564557885731,637.99772823513,3.668858888753714,145.05392456054688,-20.610876083374023,11.464676856994629,N,1.225,-0.13623734324490938
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_13,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_13:orig:0,orig,0,-4.060144901275635,4.060144901275635,-4.180282115936279,-3.940854787826538,0.44658783078193665,0.22735728323459625,-9.09061050415039,9.09061050415039,2.8803043365478516,14.134413198733085,46.48830265186294,609.8991940391497,3.4684435617751688,138.66502380371094,-19.14549446105957,10.569454193115234,N,1.225,-0.22694291737924677
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_14,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_14:orig:0,orig,0,-4.2874979972839355,4.2874979972839355,-4.407470226287842,-4.168348789215088,0.43522459268569946,0.22735750675201416,-8.886505126953125,8.886505126953125,2.8698253631591797,14.229580418626464,43.00582682689348,581.6981155224928,3.292393239261491,132.25343322753906,-17.836246490478516,9.777697563171387,N,1.225,-0.3176491573605536
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_15,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_15:orig:0,orig,0,-4.514852046966553,4.514852046966553,-4.634658336639404,-4.395843505859375,0.4238613247871399,0.22735679149627686,-8.670709609985352,8.670709609985352,2.8605382442474365,14.302537250234582,39.88240814971841,553.3402173964337,3.135128957631109,125.80565643310547,-16.6492977142334,9.067536354064941,N,1.225,-0.4083557778258429
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_16,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_16:orig:0,orig,0,-4.74220609664917,4.74220609664917,-4.861847877502441,-4.62333869934082,0.41249844431877136,0.22735707461833954,-8.43818473815918,8.43818473815918,2.849491834640503,14.357846072712448,37.01502778110033,524.5710455885317,2.989878853765987,119.26493835449219,-15.54605484008789,8.415628433227539,N,1.225,-0.4990623982911323
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_17,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_17:orig:0,orig,0,-4.9695611000061035,4.9695611000061035,-5.089036464691162,-4.850834369659424,0.40113499760627747,0.22735650837421417,-8.177512168884277,8.177512168884277,2.8314921855926514,14.399429075657777,34.267754567761706,494.76450488368545,2.8463802699739706,112.48793029785156,-14.472249984741211,7.79099702835083,N,1.225,-0.5897693992404042
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_18,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_18:orig:0,orig,0,-5.196916580200195,5.196916580200195,-5.316225528717041,-5.078330993652344,0.3897714614868164,0.22735673189163208,-7.8628716468811035,7.8628716468811035,2.795758008956909,14.431170799056172,31.41747052560905,462.47412852252756,2.6857093167062205,105.1466064453125,-13.335005760192871,7.14297342300415,N,1.225,-0.6804765904316673
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_19,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_19:orig:0,orig,0,-5.424272060394287,5.424272060394287,-5.543415069580078,-5.305828094482422,0.37840837240219116,0.22735631465911865,-7.432822227478027,7.432822227478027,2.716465950012207,14.461679719886636,28.0275712653556,424.29520507255916,2.4678715745358994,96.46619415283203,-11.947464942932129,6.3722453117370605,N,1.225,-0.7711837816229304
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_20,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_20:orig:0,orig,0,-5.651628494262695,5.651628494262695,-5.770605087280273,-5.533324718475342,0.3670450448989868,0.22735655307769775,-6.726376533508301,6.726376533508301,2.533027410507202,14.469446409357344,23.187218993238798,371.61436132979935,2.104878951324395,84.48896026611328,-9.916516304016113,5.271766185760498,N,1.225,-0.861891353298176
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_21,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_21:orig:0,orig,0,-5.878984451293945,5.878984451293945,-5.9977946281433105,-5.76082181930542,0.35568177700042725,0.22735615074634552,-5.2354254722595215,5.2354254722595215,2.0773491859436035,14.171338051774834,15.024141980793457,278.4575647579998,1.4074270410624543,63.30904006958008,-6.43297815322876,3.4158310890197754,N,1.225,-0.9525987347314304
0.012,2,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_0,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_0:orig:0,orig,0,-1.1065503358840942,1.1065503358840942,-1.2279489040374756,-0.9848408102989197,0.5938017964363098,0.22774310410022736,-6.091986179351807,6.091986179351807,3.9392454624176025,5.208760086993182,15.796042563585065,8.590346463960246,0.8863487062052274,1.9563921689987183,-5.820563316345215,3.597439765930176,N,1.225,0.9514419967027024
0.012,2,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_1,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_1:orig:0,orig,0,-1.3330209255218506,1.3330209255218506,-1.454651117324829,-1.2117726802825928,0.5826796293258667,0.2275528460741043,-8.222769737243652,8.222769737243652,3.7868340015411377,7.453187060239779,22.3106141107222,7.539304685349759,1.2757909475954659,1.715590238571167,-8.879705429077148,5.076843738555908,N,1.225,0.8610878556812978
0.012,2,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_2,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_2:orig:0,orig,0,-1.559913992881775,1.559913992881775,-1.6815820932388306,-1.4389476776123047,0.5714343786239624,0.2274630069732666,-9.253186225891113,9.253186225891113,3.6421563625335693,8.891936381388728,26.090974362952007,6.0147115085283875,1.5213241524035563,1.3681243658065796,-10.794527053833008,5.934731483459473,N,1.225,0.7705651602716689
